File Name,Item Sequence,Visibility,Title,Thumbnail URL,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,AltTitle.other,AltTitle.uniform,Place of origin,Date.normalized,Date binding,Date.creation,Scribe,Illuminator,Rubricator,Author,Commentator,Compiler,Translator,Subject name,Subject topic,Subject place,Subject temporal,Summary,Contents,Colophon,Incipit,Explicit,Motif,Bibliography,References,Provenance,Signature,General note,Physical Description,Format.extent,Format,Format.dimensions,Support,Foliation,Collation,Page layout,Writing and hands,Illustrations note,Inscription,Additions,Binding note,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights.statementLocal,Rights contact,Name.repository,AltIdentifier.local,Series,Collection (physical),Undertext object(s),Overtext mss,Other version,Ms cataloger/scholar,(originator of the digitized object),Lens make | Lens model,Aperature,Camera Operator
,,sinai,"Sinai Arabic 173. Lectionary (Acts and Epistles): manuscript, 1303.  St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1737vc1,Work,,,,1303,,1303,,,,,,,,,,,,,"Lectionary of Acts of the Apostles, the Epistles of St. Paul and the Catholic Epistles",,,,,,Kamil|~|LOC,,,,,276 ff. ; 1364.2 g,Codex,223 x 157 x 90 mm,Paper,,,,,,,,,,"Rubrication|~|Decoration, Geometric|~|Headpiece(s)|~|Marginalia",NO 111 / Needs wrapper for spine / 1 blank stub 16r-15v / 1 blank stub 23r-22v / 2 blank stub 56r-55v / 2 blank stub 167r-166v / 1 blank stub 192r-191v,text,Liturgical books|~|Lectionaries,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 173,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Lampros Galanis
,,sinai,"Sinai Arabic 178. Lectionary (Epistles): manuscript, [13th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z13b73jb,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,Kamil|~|NLI,,,,,219 ff. ; 1098.8 g,Codex,221 x 152 x 75 mm,Paper,,,,,,,,,,"Rubrication|~|Decoration, Geometric|~|Decoration, Vegetative|~|Headpiece(s)|~|Marginalia|~|Colophon",,text,Liturgical books|~|Lectionaries,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 178,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,Christos Georgiades
,,sinai,"Sinai Arabic 231. Troparia and Canons: manuscript, 1351.  St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1zk6m1m,Work,,,,1351,,1351,,,,,,,,,,,,,,,,,,,Kamil|~|NLI,,,NO 246 / NO 249 / NO 254 / Folios  246-247-249-250-251-252-254 have numeration on the verso side,,98 ff. ; 881.7 g,Codex,221 x 162 x 56 mm,Paper,,,,,,,,,,"Rubrication|~|Decoration, Geometric|~|Decoration, Vegetative|~|Marginalia|~|Headpiece(s)","2 blank stub 31v-32r, 68r-67v / blank stub at 67v glued",text,Liturgical books|~|Antiphonaries|~|Hymnals,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 231,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Christos Georgiades
,,sinai,"Sinai Arabic 293. Commentary on the Gospel of St. John by St. John Chrysostom, Part I: manuscript, 1245.  St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1tt5vbb,Work,,,,1245,,1245,,,,,,,,,,,,,,,,,,,Kamil|~|NLI,,,,,293 ff. ; 1140.2 g,Codex,220 x 154 x 77 mm,Paper,,,,,,,,,,Rubrication|~|Marginalia,folio 212 labeled as 112 / f 215 labeled as 115 / 173AB / 233AB,text,Theological works|~|Commentaries,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 293,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Christos Georgiades
,,sinai,"Sinai Arabic 294. Commentary on the Gospel of St. John by St. John Chrysostom, Part II: manuscript, [13th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1q53szb,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,Kamil|~|NLI,,,NO 177 folio,,477 ff. ; 1633.9 g,Codex,220 x 150 x 106 mm,Paper,,,,,,,,,,Rubrication,NO 3 / NO 88 / 190-198 repeats-double sequence / blank stub 180r,text,Theological works|~|Commentaries,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 294,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Lampros Galanis
,,sinai,"Sinai Arabic 333. Mimars of St. John Climax: manuscript, [13th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1kd328v,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,Kamil|~|NLI,,,,,169 ff. ; 666.2 g,Codex,218 x 149 x 40 mm,Paper,,,,,,,,,,"Rubrication|~|Marginalia|~|Decoration, Geometric",4AB / 167 labeled as 179 / 168 labeled as 170,text,Theological works|~|Mimars,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 333,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Christos Georgiades
,,sinai,"Sinai Arabic 354. Mimars of St. Isaac the Syrian ; Apophthegmata ; Treatises by SS. Gregory, Basil and John Chrysostom: manuscript, [12th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1fn29m1,Work,,,,1101/1200,,12th c.,,,,,,,,,,,,,,,,,,,Kamil|~|NLI,,,,,188 ff. ; 813.8 g,Codex,215 x 150 x 68 mm,Paper,,,,,,,,,,Rubrication|~|Colophon,,text,Theological works|~|Mimars,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 354,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Christos Georgiades
,,sinai,"Sinai Arabic 359. The Spiritual Paradise of the Fathers ; Sayings of St. Dorotheus: manuscript, [13th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z19w1jz6,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,Kamil|~|NLI,,,,,246 ff. ; 942.8 g,Codex,226 x 163 x 50 mm,Paper,,,,,,,,,,Rubrication|~|Marginalia,124AB,text,Theological works|~|Apophthegmata,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 359,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Iasonas Nikiteas
,,sinai,"Sinai Arabic 360. Paradise of the Fathers ; Sayings of St. Dorotheus: manuscript, 1188.  St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1640t4v,Work,,,,1188,,1188,,,,,,,,,,,,,The Spiritual Paradise of the Fathers ; Sayings of St. Dorotheus ; Sermon derived from the Egyptian Fathers ; A chapter from the Epistle of St. Dionysius to his servant Theophilus,,,,,,Kamil|~|LOC,,,NO 11 / NO 193 / Folio 258 syriac Scrap inserted at the end,,253 ff. ; 1184.5 g,Codex,223 x 165 x 66 mm,Paper,,,,,,,,,,"Rubrication|~|Decoration, Geometric|~|Marginalia",6AB / 156AB,text,Theological works|~|Apophthegmata,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 360,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Lampros Galanis
,,sinai,"Sinai Arabic 368. Miscellaneous Mimars: manuscript, 1260.  St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z12c02c2,Work,,,,1260,,1260,,,,,,,,,,,,,"Miscellaneous Mimars by SS Dorotheus, John Climax, Epiphanius, Macarius, John Chrysostom, Moses of Scetis according to St. John Cassian, and Isaac the Syrian ; The Hundred Chapters written by St. John Carpatheus to the Monks of India",,,,,,Kamil|~|LOC,,,,,289 ff. ; 1583.8 g,Codex,225 x 159 x 95 mm,Paper,,,,,,,,,,Rubrication|~|Marginalia,131AB / 192AB,text,Theological works|~|Apophthegmata,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 368,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Iasonas Nikiteas
,,sinai,"Sinai Arabic 380. St. Antiochus: Pandectes: manuscript, [13th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1xk9jx8,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,Kamil|~|LOC,,,,,331 ff. ; 1761.4 g,Codex,223 x 155 x 105 mm,Paper,,,,,,,,,,Rubrication,,text,Theological works|~|Apophthegmata,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 380,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,Iasonas Nikiteas
,,sinai,"Sinai Arabic 383. 41 Problems by St. Simeon ; Book of 400 Chapters by St. Thalassius: manuscript, 1241.  St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1sx7hm8,Work,,,,1241,,1241,,,,,,,,,,,,,,,,,,,Kamil|~|NLI,,,NO 272 / NO 302,,107 ff. ; 811.9 g,Codex,219 x 155 x 63 mm,Paper,,,,,,,,,,Rubrication,74AB,text,Theological works|~|Apophthegmata,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 383,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Vasilis Kasotakis
,,sinai,"Sinai Arabic 422. Synaxarium for the whole year: manuscript, [13th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1p56rx9,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,Kamil|~|NLI,,,,,357 ff. ; 1345.5 g,Codex,218 x 154 x 95 mm,Paper,,,,,,,,,,Rubrication,NO 55 / 244AB / 314AB / 1-5 16-18 336-357 rodent damage affecting text  / 1 blank stub after 357v,text,Liturgical books|~|Antiphonaries,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 422,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,Iasonas Nikiteas
,,sinai,"Sinai Arabic 443. Mimars ; Lives of Saints ; Martyrdoms: manuscript, 1278.  St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1jd617t,Work,,,,1278,,1278,,,,,,,,,,,,,"Mimars and Homilies by SS. Andrew Bishop of Crete, John Chry­sostom, Ephraem and Gregory of Nyssa ; Lives of Saints and Martyrdoms include the life history of John Theologus Disciple of Christ, the Martyr­dom of SS. Longinus the Centurion, Ignatius Archbishop of Antioch, Febronia of Nasībīs, al-Harith of Nagrān, and other anonymous accounts\n",,,,,,Kamil|~|LOC,,,NO 305,,311 ff. ; 1494 g,Codex,220 x 149 x 116 mm,Paper,,,,,,,,,,Rubrication|~|Colophon|~|Marginalia,NO 73,text,Theological works|~|Mimars,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 443,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,Christos Georgiades
,,sinai,"Sinai Arabic 446. Mimars by SS. Macarius, Basil, Isaac the Syrian, Ephraem the Syrian and Maximus: manuscript, [13th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1dn58h3,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,Kamil|~|LOC,,,,,229 ff. ; 933 g,Codex,220 x 152 x 63 mm,Paper,,,,,,,,,,Rubrication|~|Colophon,,text,Theological works|~|Mimars,Arabic,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 446,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,Christos Georgiades
,,sinai,"Sinai Arabic 455. Mimars, Lives of Saints and Old Testament: manuscript, [12th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z18w4hqg,Work,,,,1101/1200,,12th c.,,,,,,,,,,,,,,,,,,,LOC,,,57-75 loose quires,,401 ff. ; 1824.2 g,Codex,228 x 166 x 130 mm,Paper,,,,,,,,,,"Rubrication|~|Decoration, Vegetative|~|Headpiece(s)",folio 1 is latin on parchment / 9AB / NO 83 / 333 is written as 233 / pages loose and fragile,text,Theological works,Arabic|~|Latin,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 455,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,Vasilis Kasotakis
,,sinai,"Sinai Arabic 457. Varia: manuscript, [10th c.] St. Catherine's Monastery, Sinai, Egypt",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z12j7g7m,Work,,,,901/1000,,10th c.,,,,,,,,,,,,,"Apophthegmata. Homilies and Mimars derived from SS. Peter Patriarch of Alexandria, Martius, Epiphanius, Amphilochius Bishop of Iconium, Kyrkos Patriarch of Antioch, Cyril Patriarch of Jerusalem and John Chrysostom. Martyrdom of SS. Ignatius second Patriarch of Antioch, Shabub and his six companions, Andrianus and his wife Anatolia, Eusebia, Victor, Staphinia, and Paphnutius. St. Basil’s miracles recounted by Aladius Bishop of Caesarea. Story of Thecla who was engaged to Thamyris and then became a pupil to St. Paul",,,,,,Kamil|~|LOC,,,,,143 ff. ; 1407.4 g,Codex,228 x 194 x 88 mm,Parchment,,,,,,,,,,"Rubrication|~|Decoration, Geometric|~|Headpiece(s)|~|Marginalia",parchment brittle and broken edges but manuscript opens easily,text,Theological works|~|Apophthegmata,Arabic,right-to-left,Arabic,Kufic,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 457,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,Lampros Galanis
