File Name,Item Sequence,Visibility,Title,Thumbnail URL,IIIF Range,viewingHint,Item ARK,Parent ARK,Object Type,AltTitle.other,AltTitle.uniform,Place of origin,Date.normalized,Date binding,Date.creation,Scribe,Illuminator,Rubricator,Author,Commentator,Compiler,Translator,Summary,Contents note,Colophon,Incipit,Explicit,Motif,Bibliography,References,Provenance,Signature,General note,Physical Description,Format.extent,Format,Format.dimensions,Support,Foliation,Collation,Page layout,Writing and hands,Illustrations note,Inscription,Additions,Binding note,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights.statementLocal,Rights contact,Name.repository,AltIdentifier.local,Series,Collection (physical),Undertext object(s),Overtext mss,Other version,Ms cataloger/scholar,(originator of the digitized object),Lens make | Lens model,Aperature,Camera Operator,IIIF Manifest URL,delivery
,,sinai,Sinai Arabic 338,,,paged,ark:/21198/z1fx8v3z,,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,,162 ff. ; 1420.1 g,Codex,277 x 188 x 58 mm,Paper,,,,,,,,,,,,text,,Arabic,,,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 338,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Iasonas Nikiteas,,4.3
,,sinai,Sinai Arabic 340,,,paged,ark:/21198/z1b583cx,,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,,327 ff. ; 2104.8 g,Codex,251 x 188 x 92 mm,Paper,,,,,,,,,,,,text,,Arabic,,,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 340,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades,,4.3
,,sinai,Sinai Arabic 371,,,paged,ark:/21198/z16d7bn6,,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,,121 ff. ; 946.3 g,Codex,253 x 174 x 48 mm,Paper,,,,,,,,,,,,text,,Arabic,,,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 371,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Iasonas Nikiteas,,4.3
,,sinai,Sinai Arabic 374,,,paged,ark:/21198/z12n6kw1,,Work,,,,1226,,1226,,,,,,,,,,,,,,,,,,,,187 ff. ; 1457.6 g,Codex,267 x 188 x 58 mm,Paper,,,,,,,,,,,,text,,Arabic,,,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 374,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Iasonas Nikiteas,,4.3
,,sinai,Sinai Arabic 376,,,paged,ark:/21198/z1z04srg,,Work,,,,1306,,1306,,,,,,,,,,,,,,,,,,,,255 ff. ; 2343.1 g,Codex,275 x 188 x 93 mm,Paper,,,,,,,,,,,,text,,Arabic,,,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 376,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Iasonas Nikiteas,,4.3
,,sinai,Sinai Arabic 399,,,paged,ark:/21198/z1t7421j,,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,,152 ff. ; 879.4 g,Codex,270 x 197 x 42 mm,Paper,,,,,,,,,,,,text,,Arabic,,,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 399,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Iasonas Nikiteas,,4.3
,,sinai,Sinai Arabic 415,,,paged,ark:/21198/z1pg399t,,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,,149 ff. ; 724.5 g,Codex,217 x 160 x 53 mm,Paper,,,,,,,,,,,,text,,Arabic,,,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 415,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Iasonas Nikiteas,,4.3
,,sinai,Sinai Arabic 418,,,paged,ark:/21198/z1jq2jmj,,Work,,,,1237,,1237,,,,,,,,,,,,,,,,,,,,250 ff. ; 1858.8 g,Codex,262 x 182 x 82 mm,Paper,,,,,,,,,,,,text,,Arabic,,,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 418,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Christos Georgiades,,4.3
,,sinai,Sinai Arabic 421,,,paged,ark:/21198/z1dz1szq,,Work,,,,1238,,1238,,,,,,,,,,,,,,,,,,,,355 ff. ; 2613.5 g,Codex,265 x 182 x 115 mm,Paper,,,,,,,,,,,,text,,Arabic,,,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 421,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Vasilis Kasotakis,,4.3
,,sinai,Sinai Arabic 437,,,paged,ark:/21198/z1961256,,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,,259 ff. ; 1892 g,Codex,270 x 198 x 77 mm,Paper,,,,,,,,,,,,text,,Arabic,,,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 437,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Lampros Galanis,,4.3
,,sinai,Sinai Arabic 440,,,paged,ark:/21198/z15f09fg,,Work,,,,1251,,1251,,,,,,,,,,,,,,,,,,,,325 ff. ; 1756.7 g,Codex,230 x 158 x 108 mm,Paper,,,,,,,,,,,,text,,Arabic,,,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 440,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Lampros Galanis,,4.3
,,sinai,Sinai Arabic 447,,,paged,ark:/21198/z11r884x,,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,,242 ff. ; 1817.7 g,Codex,275 x 193 x 71 mm,Paper,,,,,,,,,,,,text,,Arabic,,,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 447,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Vasilis Kasotakis,,4.3
,,sinai,Sinai Arabic 482,,,paged,ark:/21198/z1x07rnj,,Work,,,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,,300 ff. ; 1526 g,Codex,247 x 189 x 79 mm,Paper,,,,,,,,,,,,text,,Arabic,,,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 482,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Vasilis Kasotakis,,4.3
,,sinai,Sinai Arabic 493,,,paged,ark:/21198/z1s770x6,,Work,,,,1101/1300,,12th c.,,,,,,,,,,,,,,,,,,,,194 ff. ; 1118.4 g,Codex,237 x 169 x 60 mm,Paper,,,,,,,,,,,,text,,Arabic,,,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 493,,Sinai. Old Collection,,,,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",,,Iasonas Nikiteas,,4.3
