File Name,Item Sequence,Visibility,Title,Thumbnail URL,viewingHint,Parent ARK,Item ARK,Object Type,AltTitle.other,AltTitle.uniform,Place of origin,Date.normalized,Date binding,Date.creation,Scribe,Author,Translator,Contents note,Colophon,Incipit,Explicit,References,Provenance,General note,Format.extent,Form,Format.dimensions,Support,Foliation,Page layout,Writing and hands,Illustrations note,Inscription,Additions,Binding note,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights.statementLocal,Rights contact,Name.repository,AltIdentifier.local,Collection (physical),Other version,IIIF Manifest URL,delivery
,,sinai,"Sinai Arabic 399. Menologion. Lives of Saints for the month of Kanun I (December) : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1t7421j,Work,,Menologion,,1201/1300,,13th c.,,,,"Menologion. Lives of Saints for the month of Kanun I (December), beginning on the 5th with St. Sabas and ending on the 13th with the martyrdom of SS. Eustratius, Auxentius, Eugenius, Orestes and Mardarius",,,,Kamil,,,152 ff. ; 879.4 g,codex,270 x 197 x 42 mm,Paper,,,,,,,,,,,text,Liturgical texts|~|Hagiographies,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 399,Sinai. Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t7421j/manifest,4.3
,,sinai,"Sinai Arabic 415. Synaxarium, Part I : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1pg399t,Work,,Synaxarion,,1201/1300,,13th c.,,,,,,,,Kamil,,,149 ff. ; 724.5 g,codex,217 x 160 x 53 mm,Paper,,,,,,,,,,,text,Liturgical texts|~|Hagiographies,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 415,Sinai. Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pg399t/manifest,4.3
,,sinai,"Sinai Arabic 418. Synaxarium for the whole year : manuscript, 1237. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1jq2jmj,Work,,Synaxarion,,1237,,1237,,,,Preceded by an introduction and followed by an appendix in different hands and in smaller format,,,,Kamil,,,250 ff. ; 1858.8 g,codex,262 x 182 x 82 mm,Paper,,,,,,,,,,,text,Liturgical texts|~|Hagiographies,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 418,Sinai. Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jq2jmj/manifest,4.3
,,sinai,"Sinai Arabic 421. Synaxarium for the whole year : manuscript, 1238. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1dz1szq,Work,,Synaxarion,,1238,,1238,,,,,,,,Kamil,,,355 ff. ; 2613.5 g,codex,265 x 182 x 115 mm,Paper,,,,,,,,,,,text,Liturgical texts|~|Hagiographies,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 421,Sinai. Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dz1szq/manifest,4.3
,,sinai,"Sinai Arabic 437. Teachings of SS. John Chrysostom, Basil, Ephraem, Zosima and the rest of the Holy Fathers : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1961256,Work,,,,1201/1300,,13th c.,,,,,,,,Kamil,,,259 ff. ; 1892 g,codex,270 x 198 x 77 mm,Paper,,,,,,,,,,,text,Theological works|~|Apophthegmata,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 437,Sinai. Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1961256/manifest,4.3
,,sinai,"Sinai Arabic 440. Lives of Saints, Martyrdoms, Mimars, Commentaries, Apophthegmata and Theological Treatises : manuscript, 1251. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z15f09fg,Work,,,,1251,,1251,,"Cyril, Saint, Bishop of Jerusalem, approximately 315-386|~|John Chrysostom, Saint, -407|~|Dionysius, the Areopagite, Saint, active 1st century",,"Codex containing 27 miscellaneous Lives of Saints, Martyrdoms, Mimars, Commentaries, Apophthegmata and Theological Treatises by many Fathers including Saints Cyril Bishop of Jerusalem, John Chrysostom, Stephen, Dionysius, Arsenius and others ; Martyrdom of the Apostles Peter and Paul, Athanasius of the city of Qulzum, Quiricus and Julitta his mother, Agathangelus, Sidarius, Sophia, and her three daugthers, Mamas, Panteleemon, Theodore the General, Theon and his three brothers, Procopius, Christina, Ignatius, Ametharius and his mother, Cyril and John the Miracle-Maker with the three virgins and their mother, Ashmunith known as Mary the Maccabean and her seven children, and Eusebius ’story of the Martyrdom of the Maccabeans are also included in text",,,,Kamil,,,325 ff. ; 1756.7 g,codex,230 x 158 x 108 mm,Paper,,,,,,,,,,,text,Historical works|~|Hagiographies,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 440,Sinai. Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15f09fg/manifest,4.3
,,sinai,"Sinai Arabic 447. Varia : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z11r884x,Work,,"John Chrysostom, Saint, -407. Homilies on Genesis",,1201/1300,,13th c.,,"John Chrysostom, Saint, -407|~|Ephraem, Syrus, Saint, 303-373|~|Abū Qurrah, Thāwdhūrus, approximately 750-825|~|Dionysius, the Areopagite, Saint, active 1st century",,"Commentary on the Book of Genesis by St. John Chrysostom. Epistle of Ephraem the Syrian to John the Monk. Mimars and addresses by St. Ephraem, St. Theodore Bishop of Harran, Erotheus (Hierotheus) the Master, St. Dionysius the Areopagite and St. John Chrysostom. Stories of Joseph, of St. Paul and the demon, of St. Gerasimus by Qumadus of Bisan and of St. Theodosius. Treatise explaining how the tower of Babylon was built. Apocalypse. Epistles of Peter, John, Juda and Jacob. A prayer for the Caliph al-Ma’mūn by Abu Qurra Bishop of Harran",,,,Kamil,,,242 ff. ; 1817.7 g,codex,275 x 193 x 71 mm,Paper,,,,,,,,,,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 447,Sinai. Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11r884x/manifest,4.3
,,sinai,"Sinai Arabic 482. Varia : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1x07rnj,Work,,,,1201/1300,,13th c.,,"John Chrysostom, Saint, -407|~|John, of Damascus, Saint|~|Gregory, of Nazianzus, Saint|~|Athanasius, Saint, Patriarch of Alexandria, -373",,"Mimars selected from SS. Andrew of Cyprus, John Chrysostom, John Damascene, Epiphanius, Gregory the Theologian and Athanasius. Martyrdom of SS. Longinus the Centurion, Artemius, Jacob the Persian, Ignatius and Febronia of Nisibis. Hymn by St. Luke companion of St. Paul, encomium by St. Arcadius Archbishop of Cyprus. A commentary on the Life of St. John Damascene. An elegy sent by St. Dionysius to St. Timotheus on the occasion of the martyrdom of SS. Peter and Paul",,,,Kamil,,,300 ff. ; 1526 g,codex,247 x 189 x 79 mm,Paper,,,,,,,,,,,text,Theological works|~|Apophthegmata,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 482,Sinai. Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x07rnj/manifest,4.3
,,sinai,"Sinai Arabic 493. The Book of the Master and the Pupil (twenty-two discourses) : manuscript, [12th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1s770x6,Work,,,,1101/1300,,12th c.,,,,"Followed by ten other discourses containing theological and metaphysical arguments, notably on the subject of unity and trinity",,,,Kamil,,,194 ff. ; 1118.4 g,codex,237 x 169 x 60 mm,Paper,,,,,,,,,,,text,Theological works|~|Apophthegmata,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 493,Sinai. Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s770x6/manifest,4.3
,,sinai,"Sinai Arabic 5. Commentary on Exodus : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1bc5h4p,Work,,,,1201/1300,,13th c.,,,,,,,,Kamil,,,308 ff. ; 1236.3 g,codex,233 x 164 x 64 mm,Paper,,,,,,,,,,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 5,Sinai. Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bc5h4p/manifest,4.3
,,sinai,"Sinai Arabic 6. Commentary on Exodus : manuscript, [16th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z16m4rdz,Work,,,,1501/1600,,16th c.,,,,,,,,Kamil,,,160 ff. ; 651.8 g,codex,217 x 153 x 44 mm,Paper,,,,,,,,,,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 6,Sinai. Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16m4rdz/manifest,4.3
,,sinai,"Sinai Arabic 61. Psalter and Odes : manuscript, 1641. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1jw9zhj,Work,,Bible. Psalms|~|Bible. Odes|~|Psalter,,1641,,1641,,,,,,,,Kamil,,,112 ff. ; 529.7 g,codex,218 x 158 x 39 mm,Paper,,,,,,,,,,,text,Biblical texts|~|Liturgical texts,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 61,Sinai. Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jw9zhj/manifest,4.3
,,sinai,"Sinai Arabic 70. Four Gospels, divided according to the readings of the Greek Calendar : manuscript, [9th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1f496r2,Work,,Bible. Gospels,,801/900,,9th c.,,,,,,,,Kamil,,,113 ff. ; 1021.1 g,codex,243 x 173 x 68 mm,Parchment,,,,,,,,,,,text,Biblical texts|~|Gospel books,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 70,Sinai. Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f496r2/manifest,4.3
,,sinai,"Sinai Arabic 78. Four Gospels : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z19c8g1r,Work,,Bible. Gospels,,1201/1300,,13th c.,,,,,,,,Kamil,,,322 ff. ; 1707.5 g,codex,230 x 155 x 96 mm,Paper,,,,,,,,,,,text,Biblical texts|~|Gospel books,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 78,Sinai. Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c8g1r/manifest,4.3
,,sinai,"Sinai Arabic 90. Four Gospels : manuscript, 1283. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z15m7qbg,Work,,Bible. Gospels,,1283,,1283,,,,Preceded by index and divided according to Greek Calendar,,,,Kamil,,,319 ff. ; 1706.3 g,codex,233 x 161 x 100 mm,Paper,,,,,,,,,,,text,Biblical texts|~|Gospel books,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 90,Sinai. Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15m7qbg/manifest,4.3
,,sinai,"Sinai Arabic 96. Lectionary : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z11v6zmr,Work,,Lectionary,,1201/1300,,13th c.,,,,"Gospel lectionary followed by table of Gospel readings for the year, the Canons of Ammonius of Alexandria and Eusebius of Caesarea, and tables of Gospel Concordance",,,,Kamil,,,353 ff. ; 1585.2 g,codex,237 x 161 x 79 mm,Paper,,,,,,,,,,,text,Liturgical texts|~|Lectionaries|~|Biblical texts,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 96,Sinai. Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11v6zmr/manifest,4.3
